State,year,winner_name,winner_party,total_votes,winner_votes,winner_percent,party_lean,PVI,key,Abbreviation,PVI_rank
Montana,1992,"Clinton, Bill                     ",Democratic,410611,154507,0.376285584,Republican,0.017308619,Republican 0-4%,MT,11
Arizona,1992,"Bush, George H.W.                 ",Republican,1487006,572086,0.384723397,Republican,0.04756823,Republican 4-9%,AZ,27
Maine,1992,"Clinton, Bill                     ",Democratic,679499,263420,0.387667973,Democratic,0.026009538,Democratic 0-4%,ME,16
New Hampshire,1992,"Clinton, Bill                     ",Democratic,537945,209040,0.388589912,Republican,0.026583677,Republican 0-4%,NH,17
Kansas,1992,"Bush, George H.W.                 ",Republican,1157236,449951,0.388815246,Republican,0.069959746,Republican 4-9%,KS,37
Alaska,1992,"Bush, George H.W.                 ",Republican,258506,102000,0.394574981,Republican,0.100291811,Republican 9% or more,AK,46
Wyoming,1992,"Bush, George H.W.                 ",Republican,200625,79347,0.395499065,Republican,0.072469425,Republican 4-9%,WY,38
Colorado,1992,"Clinton, Bill                     ",Democratic,1569180,629681,0.401280287,Republican,0.006528535,Republican 0-4%,CO,2
Ohio,1992,"Clinton, Bill                     ",Democratic,4939964,1984942,0.40181305,Republican,0.022867557,Republican 0-4%,OH,15
Texas,1992,"Bush, George H.W.                 ",Republican,6154018,2496071,0.405600211,Republican,0.056970822,Republican 4-9%,TX,31
South Dakota,1992,"Bush, George H.W.                 ",Republican,336254,136718,0.406591446,Republican,0.057159528,Republican 4-9%,SD,32
Florida,1992,"Bush, George H.W.                 ",Republican,5314392,2173310,0.408948004,Republican,0.046397025,Republican 4-9%,FL,26
Wisconsin,1992,"Clinton, Bill                     ",Democratic,2531114,1041066,0.411307432,Republican,0.006604106,Republican 0-4%,WI,3
Idaho,1992,"Bush, George H.W.                 ",Republican,482142,202645,0.420301488,Republican,0.131164021,Republican 9% or more,ID,48
Connecticut,1992,"Clinton, Bill                     ",Democratic,1616332,682318,0.422139758,Democratic,0.006701976,Democratic 0-4%,CT,4
Oregon,1992,"Clinton, Bill                     ",Democratic,1462643,621314,0.424788551,Democratic,0.031789725,Democratic 0-4%,OR,20
Oklahoma,1992,"Bush, George H.W.                 ",Republican,1390359,592929,0.426457483,Republican,0.090770374,Republican 9% or more,OK,45
Indiana,1992,"Bush, George H.W.                 ",Republican,2305871,989375,0.429067801,Republican,0.072898136,Republican 4-9%,IN,40
New Jersey,1992,"Clinton, Bill                     ",Democratic,3343594,1436206,0.429539591,Republican,0.020346007,Republican 0-4%,NJ,13
Iowa,1992,"Clinton, Bill                     ",Democratic,1354607,586353,0.432858386,Democratic,0.002776101,Democratic 0-4%,IA,1
Utah,1992,"Bush, George H.W.                 ",Republican,744069,322632,0.433604948,Republican,0.172084982,Republican 9% or more,UT,50
Washington,1992,"Clinton, Bill                     ",Democratic,2288230,993037,0.433976043,Democratic,0.04136782,Democratic 4-9%,WA,23
North Carolina,1992,"Bush, George H.W.                 ",Republican,2611850,1134661,0.434428087,Republican,0.039133833,Republican 0-4%,NC,22
Georgia,1992,"Clinton, Bill                     ",Democratic,2321133,1008966,0.434686853,Republican,0.031127906,Republican 0-4%,GA,19
Minnesota,1992,"Clinton, Bill                     ",Democratic,2347948,1020997,0.434846513,Democratic,0.042664212,Democratic 4-9%,MN,24
Delaware,1992,"Clinton, Bill                     ",Democratic,289735,126054,0.435066526,Democratic,0.017430736,Democratic 0-4%,DE,12
Michigan,1992,"Clinton, Bill                     ",Democratic,4274673,1871182,0.437736875,Democratic,0.011602406,Democratic 0-4%,MI,7
Missouri,1992,"Clinton, Bill                     ",Democratic,2391565,1053873,0.440662495,Democratic,0.03052047,Democratic 0-4%,MO,18
North Dakota,1992,"Bush, George H.W.                 ",Republican,308133,136244,0.442159717,Republican,0.113296238,Republican 9% or more,ND,47
Kentucky,1992,"Clinton, Bill                     ",Democratic,1492900,665104,0.445511421,Republican,0.015861414,Republican 0-4%,KY,8
Virginia,1992,"Bush, George H.W.                 ",Republican,2558665,1150517,0.449655191,Republican,0.06009932,Republican 4-9%,VA,33
Pennsylvania,1992,"Clinton, Bill                     ",Democratic,4959810,2239164,0.451461649,Democratic,0.020936104,Democratic 0-4%,PA,14
Louisiana,1992,"Clinton, Bill                     ",Democratic,1790017,815971,0.455845391,Republican,0.007897812,Republican 0-4%,LA,5
New Mexico,1992,"Clinton, Bill                     ",Democratic,569986,261617,0.458988466,Democratic,0.016872377,Democratic 0-4%,NM,10
California,1992,"Clinton, Bill                     ",Democratic,11131721,5121325,0.460065878,Democratic,0.050618097,Democratic 4-9%,CA,29
Vermont,1992,"Clinton, Bill                     ",Democratic,289701,133592,0.461137518,Democratic,0.067992823,Democratic 4-9%,VT,36
Nebraska,1992,"Bush, George H.W.                 ",Republican,739283,344346,0.465783739,Republican,0.147602654,Republican 9% or more,NE,49
Rhode Island,1992,"Clinton, Bill                     ",Democratic,453478,213299,0.470362399,Democratic,0.083888038,Democratic 4-9%,RI,43
Tennessee,1992,"Clinton, Bill                     ",Democratic,1982638,933521,0.470847931,Republican,0.008568824,Republican 0-4%,TN,6
Massachusetts,1992,"Clinton, Bill                     ",Democratic,2773574,1318662,0.475437829,Democratic,0.086374278,Democratic 4-9%,MA,44
Alabama,1992,"Bush, George H.W.                 ",Republican,1688060,804283,0.476454036,Republican,0.072760455,Republican 4-9%,AL,39
South Carolina,1992,"Bush, George H.W.                 ",Republican,1202527,577507,0.480244518,Republican,0.080902574,Republican 4-9%,SC,41
Hawaii,1992,"Clinton, Bill                     ",Democratic,372842,179310,0.480927578,Democratic,0.032650587,Democratic 0-4%,HI,21
West Virginia,1992,"Clinton, Bill                     ",Democratic,683711,331001,0.48412414,Democratic,0.04313919,Democratic 4-9%,WV,25
Illinois,1992,"Clinton, Bill                     ",Democratic,5050157,2453350,0.485796778,Democratic,0.051332992,Democratic 4-9%,IL,30
Mississippi,1992,"Bush, George H.W.                 ",Republican,981793,487793,0.496838947,Republican,0.083834085,Republican 4-9%,MS,42
New York,1992,"Clinton, Bill                     ",Democratic,6926925,3444450,0.497255276,Democratic,0.060234287,Democratic 4-9%,NY,34
Maryland,1992,"Clinton, Bill                     ",Democratic,1985046,988571,0.498009114,Democratic,0.04844981,Democratic 4-9%,MD,28
Arkansas,1992,"Clinton, Bill                     ",Democratic,950653,505823,0.532079528,Democratic,0.06537348,Democratic 4-9%,AR,35
Nevada,1996,"Clinton, Bill                     ",Democratic,464279,203974,0.439334969,Republican,0.04148732,Republican 4-9%,NV,19
Montana,1996,"Dole, Bob                         ",Republican,407261,179652,0.441122523,Republican,0.064226738,Republican 4-9%,MT,29
Colorado,1996,"Dole, Bob                         ",Republican,1510704,691848,0.457963969,Republican,0.05494471,Republican 4-9%,CO,26
Kentucky,1996,"Clinton, Bill                     ",Democratic,1388708,636614,0.458421785,Republican,0.042062121,Republican 4-9%,KY,20
South Dakota,1996,"Dole, Bob                         ",Republican,323826,150543,0.464888551,Republican,0.066688487,Republican 4-9%,SD,30
Arizona,1996,"Clinton, Bill                     ",Democratic,1404405,653288,0.465170659,Republican,0.035114922,Republican 0-4%,AZ,15
North Dakota,1996,"Dole, Bob                         ",Republican,266411,125050,0.469387525,Republican,0.086465823,Republican 4-9%,ND,39
Georgia,1996,"Dole, Bob                         ",Republican,2299071,1080843,0.470121627,Republican,0.053675325,Republican 4-9%,GA,25
Virginia,1996,"Dole, Bob                         ",Republican,2416642,1138350,0.471046187,Republican,0.057958578,Republican 4-9%,VA,28
Indiana,1996,"Dole, Bob                         ",Republican,2135842,1006693,0.471333085,Republican,0.078836697,Republican 4-9%,IN,34
Oregon,1996,"Clinton, Bill                     ",Democratic,1377760,649641,0.471519713,Republican,4.21E-04,Republican 0-4%,OR,1
Ohio,1996,"Clinton, Bill                     ",Democratic,4534434,2148222,0.473757474,Republican,0.011383141,Republican 0-4%,OH,6
Missouri,1996,"Clinton, Bill                     ",Democratic,2158065,1025935,0.475395783,Republican,0.011882258,Republican 0-4%,MO,8
Tennessee,1996,"Clinton, Bill                     ",Democratic,1894105,909146,0.479987118,Republican,0.03448621,Republican 0-4%,TN,14
Florida,1996,"Clinton, Bill                     ",Democratic,5303794,2546870,0.48019776,Republican,0.015803021,Republican 0-4%,FL,9
Oklahoma,1996,"Dole, Bob                         ",Republican,1206713,582315,0.482562962,Republican,0.091358724,Republican 9% or more,OK,40
North Carolina,1996,"Dole, Bob                         ",Republican,2515807,1225938,0.487294137,Republican,0.0726525,Republican 4-9%,NC,31
Texas,1996,"Dole, Bob                         ",Republican,5611644,2736167,0.487587416,Republican,0.073958867,Republican 4-9%,TX,32
Wisconsin,1996,"Clinton, Bill                     ",Democratic,2196169,1071971,0.488109522,Democratic,0.011839333,Democratic 0-4%,WI,7
Pennsylvania,1996,"Clinton, Bill                     ",Democratic,4506118,2215819,0.49173568,Democratic,0.00425942,Democratic 0-4%,PA,2
New Mexico,1996,"Clinton, Bill                     ",Democratic,556074,273495,0.491832022,Republican,0.007111328,Republican 0-4%,NM,3
Mississippi,1996,"Dole, Bob                         ",Republican,893857,439838,0.492067523,Republican,0.074824871,Republican 4-9%,MS,33
New Hampshire,1996,"Clinton, Bill                     ",Democratic,499175,246214,0.493241849,Democratic,0.008754028,Democratic 0-4%,NH,4
Wyoming,1996,"Dole, Bob                         ",Republican,211571,105388,0.498121198,Republican,0.122231808,Republican 9% or more,WY,43
Washington,1996,"Clinton, Bill                     ",Democratic,2253837,1123323,0.49840472,Democratic,0.024593895,Democratic 0-4%,WA,11
South Carolina,1996,"Dole, Bob                         ",Republican,1149457,573458,0.498894695,Republican,0.079559789,Republican 4-9%,SC,36
Alabama,1996,"Dole, Bob                         ",Republican,1534349,769044,0.501218432,Republican,0.084691345,Republican 4-9%,AL,38
Iowa,1996,"Clinton, Bill                     ",Democratic,1234075,620258,0.502609647,Democratic,0.009981256,Democratic 0-4%,IA,5
Alaska,1996,"Dole, Bob                         ",Republican,241620,122746,0.508012582,Republican,0.151637658,Republican 9% or more,AK,47
California,1996,"Clinton, Bill                     ",Democratic,10019484,5119835,0.510987891,Democratic,0.024810083,Democratic 0-4%,CA,12
Minnesota,1996,"Clinton, Bill                     ",Democratic,2192640,1120438,0.510999526,Democratic,0.046441255,Democratic 4-9%,MN,22
West Virginia,1996,"Clinton, Bill                     ",Democratic,636459,327812,0.515055958,Democratic,0.036194019,Democratic 0-4%,WV,16
Maine,1996,"Clinton, Bill                     ",Democratic,605897,312788,0.516239559,Democratic,0.079268571,Democratic 4-9%,ME,35
Michigan,1996,"Clinton, Bill                     ",Democratic,3848844,1989653,0.516948206,Democratic,0.0258915,Democratic 0-4%,MI,13
Delaware,1996,"Clinton, Bill                     ",Democratic,271084,140355,0.517754644,Democratic,0.038883933,Democratic 0-4%,DE,17
Louisiana,1996,"Clinton, Bill                     ",Democratic,1783959,927837,0.520099957,Democratic,0.01825575,Democratic 0-4%,LA,10
Idaho,1996,"Dole, Bob                         ",Republican,491719,256595,0.521832591,Republican,0.155342909,Republican 9% or more,ID,49
Connecticut,1996,"Clinton, Bill                     ",Democratic,1392614,735740,0.528315815,Democratic,0.056282436,Democratic 4-9%,CT,27
Vermont,1996,"Clinton, Bill                     ",Democratic,258449,137894,0.533544336,Democratic,0.084475671,Democratic 4-9%,VT,37
Nebraska,1996,"Dole, Bob                         ",Republican,677415,363467,0.536549973,Republican,0.152900858,Republican 9% or more,NE,48
New Jersey,1996,"Clinton, Bill                     ",Democratic,3075807,1652329,0.537201782,Democratic,0.05231522,Democratic 4-9%,NJ,24
Arkansas,1996,"Clinton, Bill                     ",Democratic,884262,475171,0.537364492,Democratic,0.046175615,Democratic 4-9%,AR,21
Maryland,1996,"Clinton, Bill                     ",Democratic,1780870,966207,0.542547744,Democratic,0.039031602,Democratic 0-4%,MD,18
Kansas,1996,"Dole, Bob                         ",Republican,1074300,583245,0.542907009,Republican,0.148076289,Republican 9% or more,KS,46
Illinois,1996,"Clinton, Bill                     ",Democratic,4311391,2341744,0.543152778,Democratic,0.048698289,Democratic 4-9%,IL,23
Utah,1996,"Dole, Bob                         ",Republican,665629,361911,0.543712789,Republican,0.167547511,Republican 9% or more,UT,50
Hawaii,1996,"Clinton, Bill                     ",Democratic,360120,205012,0.569288015,Democratic,0.095408885,Democratic 9% or more,HI,41
New York,1996,"Clinton, Bill                     ",Democratic,6316129,3756177,0.594696055,Democratic,0.112822326,Democratic 9% or more,NY,42
Rhode Island,1996,"Clinton, Bill                     ",Democratic,390284,233050,0.59712927,Democratic,0.142689501,Democratic 9% or more,RI,45
Massachusetts,1996,"Clinton, Bill                     ",Democratic,2556785,1571763,0.614741951,Democratic,0.139045721,Democratic 9% or more,MA,44
Oregon,2000,"Gore, Al                          ",Democratic,1533968,720342,0.46959389,Republican,3.38E-04,Republican 0-4%,OR,1
Wisconsin,2000,"Gore, Al                          ",Democratic,2598607,1242987,0.478328197,Republican,0.001546597,Republican 0-4%,WI,3
Minnesota,2000,"Gore, Al                          ",Democratic,2438685,1168266,0.479055721,Democratic,0.01016684,Democratic 0-4%,MN,7
New Mexico,2000,"Gore, Al                          ",Democratic,598605,286783,0.479085541,Republican,0.00237802,Republican 0-4%,NM,4
New Hampshire,2000,"Bush, George W.                   ",Republican,569081,273559,0.480703099,Republican,0.009375282,Republican 0-4%,NH,6
Iowa,2000,"Gore, Al                          ",Democratic,1315563,638517,0.48535646,Republican,0.001069488,Republican 0-4%,IA,2
Florida,2000,"Bush, George W.                   ",Republican,5963110,2912790,0.488468266,Republican,0.002743374,Republican 0-4%,FL,5
Maine,2000,"Gore, Al                          ",Democratic,651817,319951,0.490860165,Democratic,0.024781135,Democratic 0-4%,ME,14
Nevada,2000,"Bush, George W.                   ",Republican,608970,301575,0.495221439,Republican,0.021265665,Republican 0-4%,NV,11
Ohio,2000,"Bush, George W.                   ",Republican,4705457,2351209,0.499677077,Republican,0.020881597,Republican 0-4%,OH,10
Washington,2000,"Gore, Al                          ",Democratic,2488745,1247652,0.501317732,Democratic,0.02675043,Democratic 0-4%,WA,15
Missouri,2000,"Bush, George W.                   ",Republican,2359892,1189924,0.50422816,Republican,0.019816767,Republican 0-4%,MO,9
Pennsylvania,2000,"Gore, Al                          ",Democratic,4913119,2485967,0.505985505,Democratic,0.018787507,Democratic 0-4%,PA,8
Vermont,2000,"Gore, Al                          ",Democratic,294308,149022,0.506347092,Democratic,0.051706229,Democratic 4-9%,VT,22
Colorado,2000,"Bush, George W.                   ",Republican,1741365,883745,0.507501299,Republican,0.047555638,Republican 4-9%,CO,21
Arizona,2000,"Bush, George W.                   ",Republican,1534113,781652,0.509513967,Republican,0.035523272,Republican 0-4%,AZ,18
Tennessee,2000,"Bush, George W.                   ",Republican,2076181,1061949,0.511491532,Republican,0.022325948,Republican 0-4%,TN,12
Michigan,2000,"Gore, Al                          ",Democratic,4232711,2170418,0.512772547,Democratic,0.023648785,Democratic 0-4%,MI,13
Arkansas,2000,"Bush, George W.                   ",Republican,921781,472940,0.513071977,Republican,0.030704175,Republican 0-4%,AR,16
West Virginia,2000,"Bush, George W.                   ",Republican,648124,336475,0.519152199,Republican,0.03511802,Republican 0-4%,WV,17
Virginia,2000,"Bush, George W.                   ",Republican,2739447,1437490,0.524737292,Republican,0.044169643,Republican 4-9%,VA,20
Louisiana,2000,"Bush, George W.                   ",Republican,1765656,927871,0.525510632,Republican,0.04208974,Republican 4-9%,LA,19
California,2000,"Gore, Al                          ",Democratic,10965856,5861203,0.534495711,Democratic,0.05933262,Democratic 4-9%,CA,24
Illinois,2000,"Gore, Al                          ",Democratic,4742123,2589026,0.545963485,Democratic,0.059102823,Democratic 4-9%,IL,23
Georgia,2000,"Bush, George W.                   ",Republican,2596804,1419720,0.546718197,Republican,0.062534816,Republican 4-9%,GA,25
Delaware,2000,"Gore, Al                          ",Democratic,327622,180068,0.54962121,Democratic,0.064703368,Democratic 4-9%,DE,26
Hawaii,2000,"Gore, Al                          ",Democratic,367951,205286,0.557916679,Democratic,0.095575683,Democratic 9% or more,HI,36
Connecticut,2000,"Gore, Al                          ",Democratic,1459525,816015,0.559096281,Democratic,0.0898593,Democratic 4-9%,CT,35
North Carolina,2000,"Bush, George W.                   ",Republican,2911262,1631163,0.560294127,Republican,0.06733725,Republican 4-9%,NC,27
New Jersey,2000,"Gore, Al                          ",Democratic,3187226,1788850,0.561256089,Democratic,0.079416814,Democratic 4-9%,NJ,29
Alabama,2000,"Bush, George W.                   ",Republican,1672551,944409,0.56465184,Republican,0.078552564,Republican 4-9%,AL,28
Kentucky,2000,"Bush, George W.                   ",Republican,1544187,872492,0.565017061,Republican,0.07997515,Republican 4-9%,KY,30
Maryland,2000,"Gore, Al                          ",Democratic,2025480,1145782,0.565684184,Democratic,0.082010966,Democratic 4-9%,MD,31
Indiana,2000,"Bush, George W.                   ",Republican,2199302,1245836,0.566468816,Republican,0.082745105,Republican 4-9%,IN,32
South Carolina,2000,"Bush, George W.                   ",Republican,1383777,786426,0.56831845,Republican,0.084173326,Republican 4-9%,SC,33
Mississippi,2000,"Bush, George W.                   ",Republican,994926,573230,0.576153402,Republican,0.088705781,Republican 4-9%,MS,34
Kansas,2000,"Bush, George W.                   ",Republican,1072216,622332,0.580416632,Republican,0.111866355,Republican 9% or more,KS,37
Montana,2000,"Bush, George W.                   ",Republican,410997,240178,0.584378961,Republican,0.1392609,Republican 9% or more,MT,42
Alaska,2000,"Bush, George W.                   ",Republican,285560,167398,0.586209553,Republican,0.182066766,Republican 9% or more,AK,47
Texas,2000,"Bush, George W.                   ",Republican,6407637,3799639,0.592985995,Republican,0.112259982,Republican 9% or more,TX,38
Massachusetts,2000,"Gore, Al                          ",Democratic,2702984,1616487,0.598037946,Democratic,0.145196158,Democratic 9% or more,MA,43
New York,2000,"Gore, Al                          ",Democratic,6831178,4113791,0.60220814,Democratic,0.128303843,Democratic 9% or more,NY,41
South Dakota,2000,"Bush, George W.                   ",Republican,316269,190700,0.602967727,Republican,0.118844406,Republican 9% or more,SD,40
Oklahoma,2000,"Bush, George W.                   ",Republican,1234229,744337,0.603078521,Republican,0.113503992,Republican 9% or more,OK,39
North Dakota,2000,"Bush, George W.                   ",Republican,288267,174852,0.606562666,Republican,0.149971246,Republican 9% or more,ND,44
Rhode Island,2000,"Gore, Al                          ",Democratic,409112,249508,0.609877002,Democratic,0.153793881,Democratic 9% or more,RI,45
Nebraska,2000,"Bush, George W.                   ",Republican,697019,433862,0.62245362,Republican,0.154492089,Republican 9% or more,NE,46
Utah,2000,"Bush, George W.                   ",Republican,770754,515096,0.66830143,Republican,0.219952334,Republican 9% or more,UT,50
Idaho,2000,"Bush, George W.                   ",Republican,501621,336937,0.67169636,Republican,0.211182185,Republican 9% or more,ID,48
Wyoming,2000,"Bush, George W.                   ",Republican,218351,147947,0.677565021,Republican,0.212520336,Republican 9% or more,WY,49
Wisconsin,2004,"Kerry, John                       ",Democratic,2997007,1489504,0.496997171,Democratic,0.014359345,Democratic 0-4%,WI,7
New Mexico,2004,"Bush, George W.                   ",Republican,756304,376930,0.498384248,Democratic,0.008437954,Democratic 0-4%,NM,3
Iowa,2004,"Bush, George W.                   ",Republican,1506908,751957,0.499006575,Democratic,0.00907452,Democratic 0-4%,IA,4
New Hampshire,2004,"Kerry, John                       ",Democratic,677738,340511,0.502422765,Democratic,0.019344199,Democratic 0-4%,NH,8
Nevada,2004,"Bush, George W.                   ",Republican,829587,418690,0.504696915,Republican,7.35E-04,Republican 0-4%,NV,1
Ohio,2004,"Bush, George W.                   ",Republican,5627908,2859768,0.508140503,Democratic,0.001853705,Democratic 0-4%,OH,2
Pennsylvania,2004,"Kerry, John                       ",Democratic,5769590,2938095,0.509238091,Democratic,0.025024134,Democratic 0-4%,PA,10
Minnesota,2004,"Kerry, John                       ",Democratic,2828387,1445014,0.510896847,Democratic,0.030050419,Democratic 0-4%,MN,13
Michigan,2004,"Kerry, John                       ",Democratic,4839252,2479183,0.512307067,Democratic,0.029699757,Democratic 0-4%,MI,12
Oregon,2004,"Kerry, John                       ",Democratic,1836782,943163,0.51348663,Democratic,0.03352757,Democratic 0-4%,OR,14
Colorado,2004,"Bush, George W.                   ",Republican,2130325,1101256,0.51694272,Republican,0.011222953,Republican 0-4%,CO,5
Florida,2004,"Bush, George W.                   ",Republican,7609810,3964522,0.520975162,Republican,0.012795483,Republican 0-4%,FL,6
Washington,2004,"Kerry, John                       ",Democratic,2861713,1510201,0.527726226,Democratic,0.048906689,Democratic 4-9%,WA,18
New Jersey,2004,"Kerry, John                       ",Democratic,3612137,1911430,0.529168744,Democratic,0.046146676,Democratic 4-9%,NJ,17
Missouri,2004,"Bush, George W.                   ",Republican,2731364,1455713,0.532961919,Republican,0.023755814,Republican 0-4%,MO,9
Delaware,2004,"Kerry, John                       ",Democratic,375270,200152,0.533354651,Democratic,0.050756375,Democratic 4-9%,DE,20
Maine,2004,"Kerry, John                       ",Democratic,740752,396842,0.535728557,Democratic,0.058271477,Democratic 4-9%,ME,23
Virginia,2004,"Bush, George W.                   ",Republican,3198367,1716959,0.536823635,Republican,0.028895655,Republican 0-4%,VA,11
Hawaii,2004,"Kerry, John                       ",Democratic,429013,231708,0.540095522,Democratic,0.056485793,Democratic 4-9%,HI,22
California,2004,"Kerry, John                       ",Democratic,12421859,6745485,0.543033454,Democratic,0.062854517,Democratic 4-9%,CA,26
Arkansas,2004,"Bush, George W.                   ",Republican,1054945,572898,0.543059591,Republican,0.03691617,Republican 0-4%,AR,15
Connecticut,2004,"Kerry, John                       ",Democratic,1578769,857488,0.54313709,Democratic,0.065190788,Democratic 4-9%,CT,28
Arizona,2004,"Bush, George W.                   ",Republican,2016102,1104294,0.547737168,Republican,0.040308738,Republican 4-9%,AZ,16
Illinois,2004,"Kerry, John                       ",Democratic,5274322,2891550,0.548231602,Democratic,0.064527653,Democratic 4-9%,IL,27
Maryland,2004,"Kerry, John                       ",Democratic,2386678,1334493,0.559142457,Democratic,0.078097155,Democratic 4-9%,MD,31
North Carolina,2004,"Bush, George W.                   ",Republican,3501007,1961166,0.560171973,Republican,0.049978407,Republican 4-9%,NC,19
West Virginia,2004,"Bush, George W.                   ",Republican,755887,423778,0.560636709,Republican,0.052355794,Republican 4-9%,WV,21
Louisiana,2004,"Bush, George W.                   ",Republican,1943106,1102169,0.567220213,Republican,0.0608681,Republican 4-9%,LA,25
Tennessee,2004,"Bush, George W.                   ",Republican,2434949,1383336,0.568117032,Republican,0.059540613,Republican 4-9%,TN,24
Georgia,2004,"Bush, George W.                   ",Republican,3304481,1914254,0.579290364,Republican,0.071101014,Republican 4-9%,GA,29
South Carolina,2004,"Bush, George W.                   ",Republican,1617730,937974,0.579808744,Republican,0.073912273,Republican 4-9%,SC,30
New York,2004,"Kerry, John                       ",Democratic,7391954,4314280,0.583645407,Democratic,0.10531897,Democratic 9% or more,NY,38
Vermont,2004,"Kerry, John                       ",Democratic,312309,184067,0.589374626,Democratic,0.115451334,Democratic 9% or more,VT,39
Montana,2004,"Bush, George W.                   ",Republican,450445,266063,0.590667007,Republican,0.092559449,Republican 9% or more,MT,35
Rhode Island,2004,"Kerry, John                       ",Democratic,437134,259760,0.594234262,Democratic,0.118216418,Democratic 9% or more,RI,42
Mississippi,2004,"Bush, George W.                   ",Republican,1152365,684981,0.594413228,Republican,0.086802831,Republican 4-9%,MS,32
Kentucky,2004,"Bush, George W.                   ",Republican,1796079,1069439,0.595429822,Republican,0.087634887,Republican 4-9%,KY,33
South Dakota,2004,"Bush, George W.                   ",Republican,388215,232584,0.599111317,Republican,0.096691595,Republican 9% or more,SD,36
Indiana,2004,"Bush, George W.                   ",Republican,2468002,1479438,0.59944765,Republican,0.09179345,Republican 9% or more,IN,34
Alaska,2004,"Bush, George W.                   ",Republican,312598,190889,0.610653299,Republican,0.119821517,Republican 9% or more,AK,43
Texas,2004,"Bush, George W.                   ",Republican,7410765,4526917,0.610856909,Republican,0.102660606,Republican 9% or more,TX,37
Massachusetts,2004,"Kerry, John                       ",Democratic,2912388,1803800,0.619354289,Democratic,0.139869868,Democratic 9% or more,MA,45
Kansas,2004,"Bush, George W.                   ",Republican,1187756,736456,0.620039806,Republican,0.116229675,Republican 9% or more,KS,40
Alabama,2004,"Bush, George W.                   ",Republican,1883449,1176394,0.624595622,Republican,0.116536401,Republican 9% or more,AL,41
North Dakota,2004,"Bush, George W.                   ",Republican,312833,196651,0.62861335,Republican,0.126652229,Republican 9% or more,ND,44
Oklahoma,2004,"Bush, George W.                   ",Republican,1463758,959792,0.655704017,Republican,0.143262704,Republican 9% or more,OK,46
Nebraska,2004,"Bush, George W.                   ",Republican,778186,512814,0.658986412,Republican,0.15603206,Republican 9% or more,NE,47
Idaho,2004,"Bush, George W.                   ",Republican,598447,409235,0.683828309,Republican,0.180786069,Republican 9% or more,ID,48
Wyoming,2004,"Bush, George W.                   ",Republican,243428,167629,0.688618401,Republican,0.190685719,Republican 9% or more,WY,49
Utah,2004,"Bush, George W.                   ",Republican,927844,663742,0.715359479,Republican,0.221023079,Republican 9% or more,UT,50
Missouri,2008,"McCain, John                      ",Republican,2929111,1445814,0.493601642,Republican,0.037559234,Republican 0-4%,MO,13
Montana,2008,"McCain, John                      ",Republican,492750,243882,0.494940639,Republican,0.049196458,Republican 4-9%,MT,18
North Carolina,2008,"Obama, Barack                     ",Democratic,4310789,2142651,0.497043813,Republican,0.03522381,Republican 0-4%,NC,12
Indiana,2008,"Obama, Barack                     ",Democratic,2756658,1374039,0.498443768,Republican,0.031663908,Republican 0-4%,IN,10
Florida,2008,"Obama, Barack                     ",Democratic,8412248,4282367,0.509063332,Republican,0.022706487,Republican 0-4%,FL,8
Ohio,2008,"Obama, Barack                     ",Democratic,5721831,2940044,0.513829227,Republican,0.013545035,Republican 0-4%,OH,5
Georgia,2008,"McCain, John                      ",Republican,3932158,2048759,0.521026622,Republican,0.063166798,Republican 4-9%,GA,21
Virginia,2008,"Obama, Barack                     ",Democratic,3723260,1959532,0.526294699,Republican,0.005057599,Republican 0-4%,VA,1
North Dakota,2008,"McCain, John                      ",Republican,317738,168887,0.531529121,Republican,0.081171045,Republican 4-9%,ND,25
South Dakota,2008,"McCain, John                      ",Republican,381975,203054,0.531589764,Republican,0.079840515,Republican 4-9%,SD,23
Arizona,2008,"McCain, John                      ",Republican,2303838,1230111,0.533939886,Republican,0.08002245,Republican 4-9%,AZ,24
Colorado,2008,"Obama, Barack                     ",Democratic,2401462,1288633,0.536603536,Democratic,0.008624634,Democratic 0-4%,CO,2
South Carolina,2008,"McCain, John                      ",Republican,1920969,1034896,0.53873644,Republican,0.082327735,Republican 4-9%,SC,26
Iowa,2008,"Obama, Barack                     ",Democratic,1537123,828940,0.539280201,Democratic,0.011604335,Democratic 0-4%,IA,3
Minnesota,2008,"Obama, Barack                     ",Democratic,2910369,1573354,0.540602927,Democratic,0.015410307,Democratic 0-4%,MN,6
New Hampshire,2008,"Obama, Barack                     ",Democratic,710970,384826,0.541268971,Democratic,0.011801968,Democratic 0-4%,NH,4
Pennsylvania,2008,"Obama, Barack                     ",Democratic,6015476,3276363,0.544655652,Democratic,0.015413595,Democratic 0-4%,PA,7
Nevada,2008,"Obama, Barack                     ",Democratic,967848,533736,0.551466759,Democratic,0.026983938,Democratic 0-4%,NV,9
Texas,2008,"McCain, John                      ",Republican,8087791,4479328,0.553838248,Republican,0.09624281,Republican 9% or more,TX,32
West Virginia,2008,"McCain, John                      ",Republican,715123,397466,0.55580089,Republican,0.103620881,Republican 9% or more,WV,35
Mississippi,2008,"McCain, John                      ",Republican,1289939,724597,0.561729663,Republican,0.103302753,Republican 9% or more,MS,34
Wisconsin,2008,"Obama, Barack                     ",Democratic,2983417,1677211,0.562177865,Democratic,0.03367334,Democratic 0-4%,WI,11
