State,year,winner_name,winner_party,total_votes,winner_votes,winner_percent,party_lean,PVI,key,Abbreviation,PVI_rank
Idaho,1912,"Wilson, Woodrow                   ",Democratic,105754,33921,0.320753825,Whig/Other,0.033754653,Whig/Other 0-4%,ID,10
North Dakota,1912,"Wilson, Woodrow                   ",Democratic,86580,29555,0.341360591,Whig/Other,0.069722016,Whig/Other 4-9%,ND,20
Oregon,1912,"Wilson, Woodrow                   ",Democratic,137040,47064,0.343432574,Whig/Other,0.048462644,Whig/Other 4-9%,OR,13
Montana,1912,"Wilson, Woodrow                   ",Democratic,79826,27941,0.350023802,Whig/Other,0.049936247,Whig/Other 4-9%,MT,14
Washington,1912,"Roosevelt, Theodore ""Teddy""     ","Progressive ""Bull Moose""   ",322799,113698,0.352225379,Whig/Other,0.171319033,Whig/Other 9% or more,WA,37
Illinois,1912,"Wilson, Woodrow                   ",Democratic,1146173,405048,0.353391678,Whig/Other,0.092623663,Whig/Other 9% or more,IL,26
Massachusetts,1912,"Wilson, Woodrow                   ",Democratic,488057,173408,0.355302762,Whig/Other,0.054961831,Whig/Other 4-9%,MA,16
Wyoming,1912,"Wilson, Woodrow                   ",Democratic,42296,15310,0.361972763,Democratic,0.01947437,Democratic 0-4%,WY,7
Pennsylvania,1912,"Roosevelt, Theodore ""Teddy""     ","Progressive ""Bull Moose""   ",1217736,444894,0.365345198,Whig/Other,0.133655289,Whig/Other 9% or more,PA,33
Vermont,1912,"Taft, William                     ",Republican,62842,23332,0.371280354,Whig/Other,0.194761254,Whig/Other 9% or more,VT,40
Utah,1912,"Taft, William                     ",Republican,112386,42100,0.374601819,Whig/Other,0.002260445,Whig/Other 0-4%,UT,1
Iowa,1912,"Wilson, Woodrow                   ",Democratic,492356,185325,0.376404472,Whig/Other,0.070497901,Whig/Other 4-9%,IA,21
Minnesota,1912,"Roosevelt, Theodore ""Teddy""     ","Progressive ""Bull Moose""   ",334219,125856,0.37656746,Whig/Other,0.146178331,Whig/Other 9% or more,MN,34
Michigan,1912,"Roosevelt, Theodore ""Teddy""     ","Progressive ""Bull Moose""   ",550976,214584,0.38946161,Whig/Other,0.191716453,Whig/Other 9% or more,MI,39
Rhode Island,1912,"Wilson, Woodrow                   ",Democratic,77894,30412,0.390428018,Democratic,0.038741623,Democratic 0-4%,RI,11
Connecticut,1912,"Wilson, Woodrow                   ",Democratic,190404,74561,0.391593664,Democratic,0.081642703,Democratic 4-9%,CT,24
Kansas,1912,"Wilson, Woodrow                   ",Democratic,365560,143663,0.39299431,Whig/Other,0.05991423,Whig/Other 4-9%,KS,19
Maine,1912,"Wilson, Woodrow                   ",Democratic,129640,51113,0.394268744,Whig/Other,0.091212654,Whig/Other 9% or more,ME,25
New Hampshire,1912,"Wilson, Woodrow                   ",Democratic,87961,34724,0.394765862,Democratic,0.056828664,Democratic 4-9%,NH,18
Nevada,1912,"Wilson, Woodrow                   ",Democratic,20115,7986,0.397017151,Whig/Other,0.017407233,Whig/Other 0-4%,NV,6
Ohio,1912,"Wilson, Woodrow                   ",Democratic,1037094,424834,0.409638856,Democratic,0.044603046,Democratic 4-9%,OH,12
Wisconsin,1912,"Wilson, Woodrow                   ",Democratic,399975,164230,0.410600663,Democratic,0.120153724,Democratic 9% or more,WI,31
New Jersey,1912,"Wilson, Woodrow                   ",Democratic,432739,178289,0.412001229,Whig/Other,0.05356779,Whig/Other 4-9%,NJ,15
New York,1912,"Wilson, Woodrow                   ",Democratic,1588315,655573,0.412747471,Democratic,0.022588851,Democratic 0-4%,NY,8
New Mexico,1912,"Wilson, Woodrow                   ",Democratic,49376,20437,0.413905541,Democratic,0.105658338,Democratic 9% or more,NM,28
California,1912,"Roosevelt, Theodore ""Teddy""     ","Progressive ""Bull Moose""   ",677944,283610,0.418338388,Whig/Other,0.104507595,Whig/Other 9% or more,CA,27
West Virginia,1912,"Wilson, Woodrow                   ",Democratic,268828,113197,0.42107593,Whig/Other,0.015733771,Whig/Other 0-4%,WV,5
Colorado,1912,"Wilson, Woodrow                   ",Democratic,266880,114232,0.428027578,Democratic,0.008025079,Democratic 0-4%,CO,4
Indiana,1912,"Wilson, Woodrow                   ",Democratic,654474,281890,0.430712297,Democratic,0.030680535,Democratic 0-4%,IN,9
Arizona,1912,"Wilson, Woodrow                   ",Democratic,23722,10324,0.435207824,Whig/Other,0.006658343,Whig/Other 0-4%,AZ,3
Nebraska,1912,"Wilson, Woodrow                   ",Democratic,249483,109008,0.436935583,Whig/Other,0.00438389,Whig/Other 0-4%,NE,2
Delaware,1912,"Wilson, Woodrow                   ",Democratic,48694,22631,0.464759519,Democratic,0.113702753,Democratic 9% or more,DE,30
Oklahoma,1912,"Wilson, Woodrow                   ",Democratic,253801,119156,0.469485936,Democratic,0.395645831,Democratic 9% or more,OK,48
Missouri,1912,"Wilson, Woodrow                   ",Democratic,698566,330746,0.473464211,Democratic,0.122366857,Democratic 9% or more,MO,32
Kentucky,1912,"Wilson, Woodrow                   ",Democratic,452714,219484,0.48481823,Democratic,0.078864508,Democratic 4-9%,KY,23
Maryland,1912,"Wilson, Woodrow                   ",Democratic,231981,112674,0.485703571,Democratic,0.056633846,Democratic 4-9%,MD,17
South Dakota,1912,"Roosevelt, Theodore ""Teddy""     ","Progressive ""Bull Moose""   ",116325,58811,0.505574898,Whig/Other,0.150148717,Whig/Other 9% or more,SD,35
Tennessee,1912,"Wilson, Woodrow                   ",Democratic,251933,133021,0.528001492,Democratic,0.106752309,Democratic 9% or more,TN,29
Arkansas,1912,"Wilson, Woodrow                   ",Democratic,125104,68814,0.550054355,Democratic,0.156374567,Democratic 9% or more,AR,36
North Carolina,1912,"Wilson, Woodrow                   ",Democratic,243918,144507,0.592440902,Democratic,0.072059561,Democratic 4-9%,NC,22
Virginia,1912,"Wilson, Woodrow                   ",Democratic,136976,90332,0.659473192,Democratic,0.201397377,Democratic 9% or more,VA,41
Florida,1912,"Wilson, Woodrow                   ",Democratic,50837,35343,0.695221984,Democratic,0.281479708,Democratic 9% or more,FL,44
Alabama,1912,"Wilson, Woodrow                   ",Democratic,117869,82438,0.699403575,Democratic,0.179888302,Democratic 9% or more,AL,38
Texas,1912,"Wilson, Woodrow                   ",Democratic,301778,219489,0.72731942,Democratic,0.287029637,Democratic 9% or more,TX,45
Georgia,1912,"Wilson, Woodrow                   ",Democratic,121470,93087,0.766337367,Democratic,0.204591535,Democratic 9% or more,GA,42
Louisiana,1912,"Wilson, Woodrow                   ",Democratic,79248,60871,0.768107712,Democratic,0.263322657,Democratic 9% or more,LA,43
Mississippi,1912,"Wilson, Woodrow                   ",Democratic,64483,57324,0.88897849,Democratic,0.337344121,Democratic 9% or more,MS,46
South Carolina,1912,"Wilson, Woodrow                   ",Democratic,50405,48357,0.95936911,Democratic,0.369603535,Democratic 9% or more,SC,47
Minnesota,1916,"Hughes, Charles                   ",Republican,387364,179544,0.463502029,Republican,0.016981451,Republican 0-4%,MN,9
California,1916,"Wilson, Woodrow                   ",Democratic,999603,466289,0.46647419,Republican,0.014403923,Republican 0-4%,CA,6
Indiana,1916,"Hughes, Charles                   ",Republican,718848,341005,0.474377059,Republican,0.021576731,Republican 0-4%,IN,11
North Dakota,1916,"Wilson, Woodrow                   ",Democratic,115390,55206,0.478429673,Republican,0.008452657,Republican 0-4%,ND,4
Washington,1916,"Wilson, Woodrow                   ",Democratic,380994,183388,0.481340914,Democratic,0.006639965,Democratic 0-4%,WA,3
Oregon,1916,"Hughes, Charles                   ",Republican,261650,126813,0.484666539,Republican,0.030055926,Republican 0-4%,OR,15
New Hampshire,1916,"Wilson, Woodrow                   ",Democratic,89127,43781,0.491220393,Republican,0.016115049,Republican 0-4%,NH,8
West Virginia,1916,"Hughes, Charles                   ",Republican,289852,143124,0.493783034,Republican,0.021233512,Republican 0-4%,WV,10
Wisconsin,1916,"Hughes, Charles                   ",Republican,447134,220822,0.493860901,Republican,0.052170195,Republican 4-9%,WI,23
Connecticut,1916,"Hughes, Charles                   ",Republican,213874,106514,0.4980222,Republican,0.032741377,Republican 0-4%,CT,16
South Dakota,1916,"Hughes, Charles                   ",Republican,128942,64217,0.498030122,Republican,0.036798375,Republican 0-4%,SD,18
Kansas,1916,"Wilson, Woodrow                   ",Democratic,629813,314588,0.499494294,Democratic,0.014742896,Democratic 0-4%,KS,7
New Mexico,1916,"Wilson, Woodrow                   ",Democratic,66787,33527,0.501998892,Democratic,0.001924873,Democratic 0-4%,NM,1
Delaware,1916,"Hughes, Charles                   ",Republican,51810,26011,0.502045937,Republican,0.028825698,Republican 0-4%,DE,14
Massachusetts,1916,"Hughes, Charles                   ",Republican,531832,268784,0.50539268,Republican,0.036650713,Republican 0-4%,MA,17
Missouri,1916,"Wilson, Woodrow                   ",Democratic,786769,398032,0.505907071,Democratic,0.002260623,Democratic 0-4%,MO,2
Oklahoma,1916,"Wilson, Woodrow                   ",Democratic,292416,148113,0.506514691,Democratic,0.087255271,Democratic 4-9%,OK,34
Maine,1916,"Hughes, Charles                   ",Republican,136314,69508,0.509910941,Republican,0.036934349,Republican 0-4%,ME,19
Rhode Island,1916,"Hughes, Charles                   ",Republican,87816,44858,0.510818074,Republican,0.042616231,Republican 4-9%,RI,21
New York,1916,"Hughes, Charles                   ",Republican,1706305,879238,0.515287712,Republican,0.052992857,Republican 4-9%,NY,25
Ohio,1916,"Wilson, Woodrow                   ",Democratic,1165086,604161,0.518554853,Democratic,0.023517999,Democratic 0-4%,OH,12
Kentucky,1916,"Wilson, Woodrow                   ",Democratic,520075,269990,0.519136663,Democratic,0.01104991,Democratic 0-4%,KY,5
Idaho,1916,"Wilson, Woodrow                   ",Democratic,134615,70054,0.52040263,Democratic,0.04211132,Democratic 4-9%,ID,20
Michigan,1916,"Hughes, Charles                   ",Republican,650973,339097,0.520907933,Republican,0.058234309,Republican 4-9%,MI,27
Illinois,1916,"Hughes, Charles                   ",Republican,2192707,1152549,0.525628367,Republican,0.064542816,Republican 4-9%,IL,28
Maryland,1916,"Wilson, Woodrow                   ",Democratic,262039,138359,0.528009189,Democratic,0.02465122,Democratic 0-4%,MD,13
Nevada,1916,"Wilson, Woodrow                   ",Democratic,33316,17776,0.53355745,Democratic,0.078020379,Democratic 4-9%,NV,32
Iowa,1916,"Hughes, Charles                   ",Republican,516944,280439,0.542493965,Republican,0.074924924,Republican 4-9%,IA,30
Pennsylvania,1916,"Hughes, Charles                   ",Republican,1297292,703823,0.542532445,Republican,0.090699861,Republican 9% or more,PA,35
New Jersey,1916,"Hughes, Charles                   ",Republican,494442,268982,0.544011229,Republican,0.076814194,Republican 4-9%,NJ,31
Wyoming,1916,"Wilson, Woodrow                   ",Democratic,51840,28316,0.546219136,Democratic,0.049726448,Democratic 4-9%,WY,22
Nebraska,1916,"Wilson, Woodrow                   ",Democratic,287315,158827,0.552797452,Democratic,0.057780983,Democratic 4-9%,NE,26
Tennessee,1916,"Wilson, Woodrow                   ",Democratic,272190,153280,0.563136045,Democratic,0.052315599,Democratic 4-9%,TN,24
Montana,1916,"Wilson, Woodrow                   ",Democratic,177679,101063,0.568795412,Democratic,0.085800795,Democratic 4-9%,MT,33
Arizona,1916,"Wilson, Woodrow                   ",Democratic,58021,33170,0.571689561,Democratic,0.101324872,Democratic 9% or more,AZ,37
North Carolina,1916,"Wilson, Woodrow                   ",Democratic,289835,168383,0.580961582,Democratic,0.065655247,Democratic 4-9%,NC,29
Utah,1916,"Wilson, Woodrow                   ",Democratic,143146,84145,0.587826415,Democratic,0.092067887,Democratic 9% or more,UT,36
Colorado,1916,"Wilson, Woodrow                   ",Democratic,294375,178816,0.607442887,Democratic,0.119640157,Democratic 9% or more,CO,38
Vermont,1916,"Hughes, Charles                   ",Republican,64475,40250,0.624272974,Republican,0.155750126,Republican 9% or more,VT,39
Arkansas,1916,"Wilson, Woodrow                   ",Democratic,170104,112211,0.659661148,Democratic,0.180138317,Democratic 9% or more,AR,41
Virginia,1916,"Wilson, Woodrow                   ",Democratic,153992,102824,0.667722999,Democratic,0.159238517,Democratic 9% or more,VA,40
Florida,1916,"Wilson, Woodrow                   ",Democratic,80734,55984,0.693437709,Democratic,0.276595641,Democratic 9% or more,FL,43
Alabama,1916,"Wilson, Woodrow                   ",Democratic,130728,99409,0.760426229,Democratic,0.259767236,Democratic 9% or more,AL,42
Texas,1916,"Wilson, Woodrow                   ",Democratic,372461,286514,0.769245639,Democratic,0.298652893,Democratic 9% or more,TX,44
Georgia,1916,"Wilson, Woodrow                   ",Democratic,160681,127754,0.795078447,Democratic,0.402341223,Democratic 9% or more,GA,45
Louisiana,1916,"Wilson, Woodrow                   ",Democratic,92982,79875,0.859037233,Democratic,0.40867587,Democratic 9% or more,LA,46
Mississippi,1916,"Wilson, Woodrow                   ",Democratic,86679,80422,0.927814119,Democratic,0.433337633,Democratic 9% or more,MS,47
South Carolina,1916,"Wilson, Woodrow                   ",Democratic,63952,61846,0.967069052,Democratic,0.459115481,Democratic 9% or more,SC,48
Kentucky,1920,"Cox, John                         ",Democratic,918636,456497,0.496929143,Democratic,0.141025796,Democratic 9% or more,KY,35
Oklahoma,1920,"Harding, Warren                   ",Republican,486610,243831,0.501080948,Democratic,0.109765475,Democratic 9% or more,OK,30
Tennessee,1920,"Harding, Warren                   ",Republican,428626,219829,0.512869028,Democratic,0.123254015,Democratic 9% or more,TN,32
Missouri,1920,"Harding, Warren                   ",Republican,1332800,727162,0.545589736,Democratic,0.08030328,Democratic 4-9%,MO,23
New Mexico,1920,"Harding, Warren                   ",Republican,105406,57634,0.546781018,Democratic,0.086247666,Democratic 4-9%,NM,25
Maryland,1920,"Harding, Warren                   ",Republican,428443,236117,0.551104814,Democratic,0.072239166,Democratic 4-9%,MD,20
Indiana,1920,"Harding, Warren                   ",Republican,1262964,696370,0.551377553,Democratic,0.062223972,Democratic 4-9%,IN,15
West Virginia,1920,"Harding, Warren                   ",Republican,509942,282007,0.553017794,Democratic,0.077938596,Democratic 4-9%,WV,22
Arizona,1920,"Harding, Warren                   ",Republican,66562,37016,0.556113098,Democratic,0.082703071,Democratic 4-9%,AZ,24
Delaware,1920,"Harding, Warren                   ",Republican,94875,52858,0.55713307,Democratic,0.069035315,Democratic 4-9%,DE,19
Utah,1920,"Harding, Warren                   ",Republican,145828,81555,0.559254738,Democratic,0.048667537,Democratic 4-9%,UT,13
Washington,1920,"Harding, Warren                   ",Republican,398715,223137,0.559640345,Republican,0.086986033,Republican 4-9%,WA,26
North Carolina,1920,"Cox, John                         ",Democratic,538758,305447,0.56694657,Democratic,0.206250383,Democratic 9% or more,NC,39
Nevada,1920,"Harding, Warren                   ",Republican,27194,15479,0.569206443,Democratic,0.027722604,Democratic 0-4%,NV,8
Ohio,1920,"Harding, Warren                   ",Republican,2021653,1182022,0.584680952,Democratic,0.036376589,Democratic 0-4%,OH,12
Arkansas,1920,"Cox, John                         ",Democratic,183637,107409,0.584898468,Democratic,0.240459627,Democratic 9% or more,AR,40
Colorado,1920,"Harding, Warren                   ",Republican,292053,173248,0.593207397,Democratic,0.016034125,Democratic 0-4%,CO,2
Texas,1920,"Cox, John                         ",Democratic,486641,288767,0.593388144,Democratic,0.354817706,Democratic 9% or more,TX,45
New Hampshire,1920,"Harding, Warren                   ",Republican,159092,95196,0.598370754,Democratic,0.03576786,Democratic 0-4%,NH,11
Oregon,1920,"Harding, Warren                   ",Republican,238522,143592,0.602007362,Republican,0.003334709,Republican 0-4%,OR,1
South Dakota,1920,"Harding, Warren                   ",Republican,182237,110692,0.607406838,Republican,0.11609074,Republican 9% or more,SD,31
Montana,1920,"Harding, Warren                   ",Republican,179006,109430,0.611320291,Republican,0.017231121,Republican 0-4%,MT,4
Virginia,1920,"Cox, John                         ",Democratic,230999,141670,0.613292698,Democratic,0.257122254,Democratic 9% or more,VA,41
Alabama,1920,"Cox, John                         ",Democratic,260307,160560,0.616810151,Democratic,0.263201253,Democratic 9% or more,AL,42
Florida,1920,"Cox, John                         ",Democratic,145681,90515,0.621323302,Democratic,0.307474936,Democratic 9% or more,FL,43
Connecticut,1920,"Harding, Warren                   ",Republican,365518,229238,0.627159264,Republican,0.016226279,Republican 0-4%,CT,3
Rhode Island,1920,"Harding, Warren                   ",Republican,167981,107463,0.639733065,Republican,0.022392876,Republican 0-4%,RI,6
Wyoming,1920,"Harding, Warren                   ",Republican,54700,35091,0.641517367,Republican,0.029329299,Republican 0-4%,WY,9
New York,1920,"Harding, Warren                   ",Republican,2898513,1871167,0.645561017,Republican,0.066644347,Republican 4-9%,NY,17
Nebraska,1920,"Harding, Warren                   ",Republican,382743,247498,0.646642786,Republican,0.035370578,Republican 0-4%,NE,10
Kansas,1920,"Harding, Warren                   ",Republican,570318,369268,0.647477372,Republican,0.026853019,Republican 0-4%,KS,7
Idaho,1920,"Harding, Warren                   ",Republican,135624,88975,0.656041704,Republican,0.017564314,Republican 0-4%,ID,5
Pennsylvania,1920,"Harding, Warren                   ",Republican,1852616,1218216,0.657565302,Republican,0.068602102,Republican 4-9%,PA,18
California,1920,"Harding, Warren                   ",Republican,944050,624992,0.662032731,Republican,0.092867791,Republican 9% or more,CA,28
New Jersey,1920,"Harding, Warren                   ",Republican,903943,611541,0.676526064,Republican,0.065376925,Republican 4-9%,NJ,16
Illinois,1920,"Harding, Warren                   ",Republican,2094714,1420480,0.678125988,Republican,0.087818526,Republican 4-9%,IL,27
Massachusetts,1920,"Harding, Warren                   ",Republican,993718,681153,0.685459054,Republican,0.072315289,Republican 4-9%,MA,21
Maine,1920,"Harding, Warren                   ",Republican,197840,136355,0.68921856,Republican,0.059308921,Republican 4-9%,ME,14
Louisiana,1920,"Cox, John                         ",Democratic,126396,87519,0.692419064,Democratic,0.333097328,Democratic 9% or more,LA,44
Minnesota,1920,"Harding, Warren                   ",Republican,735838,519421,0.705890427,Republican,0.145316135,Republican 9% or more,MN,36
Iowa,1920,"Harding, Warren                   ",Republican,895082,634674,0.709067996,Republican,0.096956702,Republican 9% or more,IA,29
Wisconsin,1920,"Harding, Warren                   ",Republican,701280,498576,0.710951403,Republican,0.17585316,Republican 9% or more,WI,38
Georgia,1920,"Cox, John                         ",Democratic,148716,107162,0.720581511,Democratic,0.361657836,Democratic 9% or more,GA,46
Michigan,1920,"Harding, Warren                   ",Republican,1048411,762865,0.727639256,Republican,0.126870386,Republican 9% or more,MI,34
Vermont,1920,"Harding, Warren                   ",Republican,89961,68212,0.758239682,Republican,0.126484344,Republican 9% or more,VT,33
North Dakota,1920,"Harding, Warren                   ",Republican,205776,160072,0.777894409,Republican,0.171699594,Republican 9% or more,ND,37
Mississippi,1920,"Cox, John                         ",Democratic,82492,69277,0.839802648,Democratic,0.495642756,Democratic 9% or more,MS,47
South Carolina,1920,"Cox, John                         ",Democratic,66808,64170,0.960513711,Democratic,0.599732611,Democratic 9% or more,SC,48
Arizona,1924,"Coolidge, Calvin                  ",Republican,73961,30516,0.412595828,Democratic,0.11443384,Democratic 9% or more,AZ,20
Nevada,1924,"Coolidge, Calvin                  ",Republican,26921,11243,0.41762936,Republican,0.003340834,Republican 0-4%,NV,1
Montana,1924,"Coolidge, Calvin                  ",Republican,174423,74138,0.425047155,Republican,0.034674217,Republican 0-4%,MT,7
Maryland,1924,"Coolidge, Calvin                  ",Republican,358630,162414,0.452873435,Democratic,0.129055188,Democratic 9% or more,MD,27
Nebraska,1924,"Coolidge, Calvin                  ",Republican,464173,218585,0.470912785,Democratic,0.037931036,Democratic 0-4%,NE,8
Idaho,1924,"Coolidge, Calvin                  ",Republican,148295,69879,0.471216157,Republican,0.090176271,Republican 9% or more,ID,18
North Dakota,1924,"Coolidge, Calvin                  ",Republican,199081,94931,0.476846108,Republican,0.22046456,Republican 9% or more,ND,36
Oklahoma,1924,"Davis, John                       ",Democratic,528415,255798,0.484085425,Democratic,0.182808444,Democratic 9% or more,OK,32
New Mexico,1924,"Coolidge, Calvin                  ",Republican,112830,54745,0.485198972,Democratic,0.122123257,Democratic 9% or more,NM,25
Kentucky,1924,"Coolidge, Calvin                  ",Republican,815332,398966,0.4893295,Democratic,0.136572053,Democratic 9% or more,KY,29
Utah,1924,"Coolidge, Calvin                  ",Republican,156990,77327,0.492560036,Democratic,0.030191582,Democratic 0-4%,UT,5
West Virginia,1924,"Coolidge, Calvin                  ",Republican,583662,288635,0.494524228,Democratic,0.123386904,Democratic 9% or more,WV,26
Missouri,1924,"Coolidge, Calvin                  ",Republican,1307958,648486,0.495800324,Democratic,0.121144612,Democratic 9% or more,MO,23
South Dakota,1924,"Coolidge, Calvin                  ",Republican,203868,101299,0.496885239,Republican,0.136088085,Republican 9% or more,SD,28
Oregon,1924,"Coolidge, Calvin                  ",Republican,279488,142579,0.510143548,Republican,0.026253658,Republican 0-4%,OR,4
Minnesota,1924,"Coolidge, Calvin                  ",Republican,822146,420759,0.511781362,Republican,0.230550075,Republican 9% or more,MN,38
Washington,1924,"Coolidge, Calvin                  ",Republican,421549,220224,0.522416137,Republican,0.184992293,Republican 9% or more,WA,33
Wyoming,1924,"Coolidge, Calvin                  ",Republican,79900,41858,0.52387985,Republican,0.112713726,Republican 9% or more,WY,19
Tennessee,1924,"Davis, John                       ",Democratic,300220,158682,0.528552395,Democratic,0.200446044,Democratic 9% or more,TN,35
Wisconsin,1924,"LaFollette, Robert                ",Progressive,840826,453678,0.539562288,Republican,0.168470838,Republican 9% or more,WI,30
Iowa,1924,"Coolidge, Calvin                  ",Republican,976770,537458,0.550240077,Republican,0.118022442,Republican 9% or more,IA,22
Indiana,1924,"Coolidge, Calvin                  ",Republican,1272390,703042,0.552536565,Democratic,0.063972833,Democratic 4-9%,IN,15
New York,1924,"Coolidge, Calvin                  ",Republican,3263939,1820058,0.55762623,Republican,0.004706901,Republican 0-4%,NY,2
Florida,1924,"Davis, John                       ",Democratic,109154,62083,0.568765231,Democratic,0.321755189,Democratic 9% or more,FL,41
Colorado,1924,"Coolidge, Calvin                  ",Republican,342260,195171,0.570241921,Republican,0.069610982,Republican 4-9%,CO,16
California,1924,"Coolidge, Calvin                  ",Republican,1281900,733250,0.572002496,Republican,0.222051757,Republican 9% or more,CA,37
Delaware,1924,"Coolidge, Calvin                  ",Republican,90885,52441,0.577003906,Democratic,0.041562783,Democratic 4-9%,DE,10
Ohio,1924,"Coolidge, Calvin                  ",Republican,2016237,1176130,0.583329242,Republican,0.058923249,Republican 4-9%,OH,12
Illinois,1924,"Coolidge, Calvin                  ",Republican,2470067,1453321,0.588373109,Republican,0.063666062,Republican 4-9%,IL,14
North Carolina,1924,"Davis, John                       ",Democratic,482687,284270,0.588932372,Democratic,0.249328264,Democratic 9% or more,NC,39
Rhode Island,1924,"Coolidge, Calvin                  ",Republican,210115,125286,0.596273469,Democratic,0.03159173,Democratic 0-4%,RI,6
New Hampshire,1924,"Coolidge, Calvin                  ",Republican,164769,98575,0.598261809,Democratic,0.019351576,Democratic 0-4%,NH,3
Arkansas,1924,"Davis, John                       ",Democratic,138532,84795,0.612096844,Democratic,0.328568567,Democratic 9% or more,AR,42
Connecticut,1924,"Coolidge, Calvin                  ",Republican,400295,246322,0.615351179,Republican,0.038782436,Republican 0-4%,CT,9
Kansas,1924,"Coolidge, Calvin                  ",Republican,662454,407671,0.615395182,Republican,0.070682501,Republican 4-9%,KS,17
New Jersey,1924,"Coolidge, Calvin                  ",Republican,1086079,675162,0.621650911,Republican,0.041813744,Republican 4-9%,NJ,11
Massachusetts,1924,"Coolidge, Calvin                  ",Republican,1129837,703476,0.622634946,Republican,0.062540419,Republican 4-9%,MA,13
Virginia,1924,"Davis, John                       ",Democratic,223602,139716,0.624842354,Democratic,0.308008683,Democratic 9% or more,VA,40
Pennsylvania,1924,"Coolidge, Calvin                  ",Republican,2144850,1401481,0.653416789,Republican,0.121859863,Republican 9% or more,PA,24
Alabama,1924,"Davis, John                       ",Democratic,162355,113138,0.696855656,Democratic,0.38799379,Democratic 9% or more,AL,43
Maine,1924,"Coolidge, Calvin                  ",Republican,192192,138440,0.720321345,Republican,0.115237512,Republican 9% or more,ME,21
Texas,1924,"Davis, John                       ",Democratic,657509,484605,0.737031736,Democratic,0.440603765,Democratic 9% or more,TX,44
Georgia,1924,"Davis, John                       ",Democratic,166577,123200,0.739597904,Democratic,0.4547571,Democratic 9% or more,GA,46
Michigan,1924,"Coolidge, Calvin                  ",Republican,1160419,874631,0.753719993,Republican,0.199493862,Republican 9% or more,MI,34
Louisiana,1924,"Davis, John                       ",Democratic,121951,93218,0.764388976,Democratic,0.442884815,Democratic 9% or more,LA,45
Vermont,1924,"Coolidge, Calvin                  ",Republican,102917,80498,0.782164268,Republican,0.180971654,Republican 9% or more,VT,31
Mississippi,1924,"Davis, John                       ",Democratic,112462,100474,0.893403994,Democratic,0.574201747,Democratic 9% or more,MS,47
South Carolina,1924,"Davis, John                       ",Democratic,50752,49008,0.965636822,Democratic,0.629749929,Democratic 9% or more,SC,48
New York,1928,"Hoover, Herbert                   ",Republican,4405626,2193344,0.497850703,Democratic,0.075899547,Democratic 4-9%,NY,35
Rhode Island,1928,"Smith, Al                         ",Democratic,237194,118973,0.5015852,Democratic,0.091047116,Democratic 9% or more,RI,37
Massachusetts,1928,"Smith, Al                         ",Democratic,1577823,792758,0.502437853,Democratic,0.093460408,Democratic 9% or more,MA,38
Alabama,1928,"Smith, Al                         ",Democratic,248981,127796,0.513276113,Democratic,0.10220556,Democratic 9% or more,AL,41
Texas,1928,"Hoover, Herbert                   ",Republican,708999,367036,0.517681971,Democratic,0.069616755,Democratic 4-9%,TX,33
Wisconsin,1928,"Hoover, Herbert                   ",Republican,1016831,544205,0.535197098,Democratic,0.040744908,Democratic 4-9%,WI,19
Utah,1928,"Hoover, Herbert                   ",Republican,176603,94618,0.535766663,Democratic,0.049161724,Democratic 4-9%,UT,23
Connecticut,1928,"Hoover, Herbert                   ",Republican,553124,296641,0.536301083,Democratic,0.0473799,Democratic 4-9%,CT,20
Tennessee,1928,"Hoover, Herbert                   ",Republican,363473,195388,0.537558498,Democratic,0.049321274,Democratic 4-9%,TN,24
Virginia,1928,"Hoover, Herbert                   ",Republican,305358,164609,0.539068896,Democratic,0.047843879,Democratic 4-9%,VA,21
North Dakota,1928,"Hoover, Herbert                   ",Republican,239867,131441,0.547974503,Democratic,0.035912734,Democratic 0-4%,ND,17
North Carolina,1928,"Hoover, Herbert                   ",Republican,635150,348923,0.54935527,Democratic,0.038624127,Democratic 0-4%,NC,18
Missouri,1928,"Hoover, Herbert                   ",Republican,1500721,834080,0.555786185,Democratic,0.030678453,Democratic 0-4%,MO,15
Nevada,1928,"Hoover, Herbert                   ",Republican,32417,18327,0.565351513,Democratic,0.022627885,Democratic 0-4%,NV,14
Georgia,1928,"Smith, Al                         ",Democratic,229158,129602,0.565557388,Democratic,0.154001147,Democratic 9% or more,GA,44
Florida,1928,"Hoover, Herbert                   ",Republican,253674,144168,0.56831997,Democratic,0.001768575,Democratic 0-4%,FL,3
Illinois,1928,"Hoover, Herbert                   ",Republican,3107489,1769141,0.56931529,Democratic,0.014134084,Democratic 0-4%,IL,12
Maryland,1928,"Hoover, Herbert                   ",Republican,528348,301479,0.570606873,Democratic,0.01384851,Democratic 0-4%,MD,11
Arizona,1928,"Hoover, Herbert                   ",Republican,91254,52533,0.575678874,Democratic,0.011137408,Democratic 0-4%,AZ,8
Minnesota,1928,"Hoover, Herbert                   ",Republican,970976,560977,0.577745485,Democratic,0.002058577,Democratic 0-4%,MN,4
Montana,1928,"Hoover, Herbert                   ",Republican,194108,113300,0.583695675,Republican,0.002499969,Republican 0-4%,MT,5
West Virginia,1928,"Hoover, Herbert                   ",Republican,642752,375551,0.584286008,Democratic,5.71E-04,Democratic 0-4%,WV,2
